HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Answer.time.1,Answer.time.10,Answer.time.2,Answer.time.3,Answer.time.4,Answer.time.5,Answer.time.6,Answer.time.7,Answer.time.8,Answer.time.9,Approve,Reject
3IKMEYR0M7CI7N5RDHL261O2Y6K2KR,3Z2MMRQPGP2237OLMF8NKV2RWJF8FR,Demand investigation of disordered stops in navigation services,What is the maximum number of stops do you need between starting point and destination in a navigation service?,navigation   disordered stops,$0.02 ,Wed Oct 26 20:24:48 PDT 2022,2000,BatchId:4912774;OriginalHitTemplateId:928390912;,86400,259200,Tue Jan 24 19:24:48 PST 2023,,,32KTQ2V7RPWQKFOM94IZJLK9DGS9MX,A229GPX0XZ5S63,Approved,Fri Nov 18 17:42:22 PST 2022,Fri Nov 18 17:42:35 PST 2022,Mon Nov 21 17:42:35 PST 2022,Mon Nov 21 17:43:26 PST 2022,,,13,100% (1/1),100% (1/1),0% (0/0),FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
3IKMEYR0M7CI7N5RDHL261O2Y6K2KR,3Z2MMRQPGP2237OLMF8NKV2RWJF8FR,Demand investigation of disordered stops in navigation services,What is the maximum number of stops do you need between starting point and destination in a navigation service?,navigation   disordered stops,$0.02 ,Wed Oct 26 20:24:48 PDT 2022,2000,BatchId:4912774;OriginalHitTemplateId:928390912;,86400,259200,Tue Jan 24 19:24:48 PST 2023,,,3H7XDTSHKO814158RCUWK08NGY4GWW,A22BHPP8K4NKLE,Approved,Fri Nov 25 12:04:54 PST 2022,Fri Nov 25 12:05:41 PST 2022,Mon Nov 28 12:05:41 PST 2022,Mon Nov 28 12:06:27 PST 2022,,,47,100% (1/1),100% (1/1),100% (1/1),FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
3IKMEYR0M7CI7N5RDHL261O2Y6K2KR,3Z2MMRQPGP2237OLMF8NKV2RWJF8FR,Demand investigation of disordered stops in navigation services,What is the maximum number of stops do you need between starting point and destination in a navigation service?,navigation   disordered stops,$0.02 ,Wed Oct 26 20:24:48 PDT 2022,2000,BatchId:4912774;OriginalHitTemplateId:928390912;,86400,259200,Tue Jan 24 19:24:48 PST 2023,,,32Q90QCQ142CPNF0W3L5WMTGGSREKQ,A22FOY3WV7FH9R,Approved,Tue Nov 22 17:47:26 PST 2022,Tue Nov 22 18:41:10 PST 2022,Fri Nov 25 18:41:10 PST 2022,Fri Nov 25 18:41:35 PST 2022,,,3224,100% (1/1),100% (1/1),100% (1/1),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
3IKMEYR0M7CI7N5RDHL261O2Y6K2KR,3Z2MMRQPGP2237OLMF8NKV2RWJF8FR,Demand investigation of disordered stops in navigation services,What is the maximum number of stops do you need between starting point and destination in a navigation service?,navigation   disordered stops,$0.02 ,Wed Oct 26 20:24:48 PDT 2022,2000,BatchId:4912774;OriginalHitTemplateId:928390912;,86400,259200,Tue Jan 24 19:24:48 PST 2023,,,3T111IHZ5Q7HHV1EECEG5KEJE999RA,A22JH4F9EVPEEJ,Approved,Thu Oct 27 15:30:17 PDT 2022,Thu Oct 27 15:30:52 PDT 2022,Sun Oct 30 15:30:52 PDT 2022,Sun Oct 30 15:30:58 PDT 2022,,,35,100% (1/1),0% (0/0),0% (0/0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,
3IKMEYR0M7CI7N5RDHL261O2Y6K2KR,3Z2MMRQPGP2237OLMF8NKV2RWJF8FR,Demand investigation of disordered stops in navigation services,What is the maximum number of stops do you need between starting point and destination in a navigation service?,navigation   disordered stops,$0.02 ,Wed Oct 26 20:24:48 PDT 2022,2000,BatchId:4912774;OriginalHitTemplateId:928390912;,86400,259200,Tue Jan 24 19:24:48 PST 2023,,,3LYA37P8I24EIK3GMCJFVENV8U5BK7,A22JLGUKLCFHCU,Approved,Sat Oct 29 06:35:23 PDT 2022,Sat Oct 29 06:35:35 PDT 2022,Tue Nov 01 06:35:35 PDT 2022,Tue Nov 01 06:36:33 PDT 2022,,,12,100% (2/2),100% (1/1),0% (0/0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,
3IKMEYR0M7CI7N5RDHL261O2Y6K2KR,3Z2MMRQPGP2237OLMF8NKV2RWJF8FR,Demand investigation of disordered stops in navigation services,What is the maximum number of stops do you need between starting point and destination in a navigation service?,navigation   disordered stops,$0.02 ,Wed Oct 26 20:24:48 PDT 2022,2000,BatchId:4912774;OriginalHitTemplateId:928390912;,86400,259200,Tue Jan 24 19:24:48 PST 2023,,,337RC3OW0HJ4B4J4CTMGBQUH59OVLD,A22PO5HW8QUGVX,Approved,Fri Nov 25 19:58:59 PST 2022,Fri Nov 25 20:00:22 PST 2022,Mon Nov 28 20:00:22 PST 2022,Mon Nov 28 20:00:42 PST 2022,,,83,100% (1/1),100% (1/1),100% (1/1),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
3IKMEYR0M7CI7N5RDHL261O2Y6K2KR,3Z2MMRQPGP2237OLMF8NKV2RWJF8FR,Demand investigation of disordered stops in navigation services,What is the maximum number of stops do you need between starting point and destination in a navigation service?,navigation   disordered stops,$0.02 ,Wed Oct 26 20:24:48 PDT 2022,2000,BatchId:4912774;OriginalHitTemplateId:928390912;,86400,259200,Tue Jan 24 19:24:48 PST 2023,,,31UV0MXWN2TLN9WJLZ7QFC8Q698I5A,A22Q6DTLZQJ2L6,Approved,Mon Oct 31 22:23:21 PDT 2022,Mon Oct 31 22:23:44 PDT 2022,Thu Nov 03 22:23:44 PDT 2022,Thu Nov 03 22:24:34 PDT 2022,,,23,100% (1/1),100% (1/1),0% (0/0),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
3IKMEYR0M7CI7N5RDHL261O2Y6K2KR,3Z2MMRQPGP2237OLMF8NKV2RWJF8FR,Demand investigation of disordered stops in navigation services,What is the maximum number of stops do you need between starting point and destination in a navigation service?,navigation   disordered stops,$0.02 ,Wed Oct 26 20:24:48 PDT 2022,2000,BatchId:4912774;OriginalHitTemplateId:928390912;,86400,259200,Tue Jan 24 19:24:48 PST 2023,,,37QW5D2ZRS3T45IHO987VYO4L09S8M,A22TWROYJ3ZWXE,Approved,Fri Nov 18 21:48:01 PST 2022,Fri Nov 18 21:48:24 PST 2022,Mon Nov 21 21:48:24 PST 2022,Mon Nov 21 21:48:26 PST 2022,,,23,100% (1/1),100% (1/1),0% (0/0),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
3IKMEYR0M7CI7N5RDHL261O2Y6K2KR,3Z2MMRQPGP2237OLMF8NKV2RWJF8FR,Demand investigation of disordered stops in navigation services,What is the maximum number of stops do you need between starting point and destination in a navigation service?,navigation   disordered stops,$0.02 ,Wed Oct 26 20:24:48 PDT 2022,2000,BatchId:4912774;OriginalHitTemplateId:928390912;,86400,259200,Tue Jan 24 19:24:48 PST 2023,,,3IOEN3P9SJ06670ZIBWPFJ54QPU16I,A22U6TNNVJ6L7P,Approved,Wed Nov 23 05:02:56 PST 2022,Wed Nov 23 05:10:58 PST 2022,Sat Nov 26 05:10:58 PST 2022,Sat Nov 26 05:11:38 PST 2022,,,482,100% (1/1),100% (1/1),100% (1/1),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
3IKMEYR0M7CI7N5RDHL261O2Y6K2KR,3Z2MMRQPGP2237OLMF8NKV2RWJF8FR,Demand investigation of disordered stops in navigation services,What is the maximum number of stops do you need between starting point and destination in a navigation service?,navigation   disordered stops,$0.02 ,Wed Oct 26 20:24:48 PDT 2022,2000,BatchId:4912774;OriginalHitTemplateId:928390912;,86400,259200,Tue Jan 24 19:24:48 PST 2023,,,3SB4CE2TJ7CFJAXVFHY8QXBRSREXAK,A230509RPJPTT3,Submitted,Mon Nov 28 09:11:30 PST 2022,Mon Nov 28 09:12:20 PST 2022,Thu Dec 01 09:12:20 PST 2022,,,,50,0% (0/0),0% (0/0),0% (0/0),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
3IKMEYR0M7CI7N5RDHL261O2Y6K2KR,3Z2MMRQPGP2237OLMF8NKV2RWJF8FR,Demand investigation of disordered stops in navigation services,What is the maximum number of stops do you need between starting point and destination in a navigation service?,navigation   disordered stops,$0.02 ,Wed Oct 26 20:24:48 PDT 2022,2000,BatchId:4912774;OriginalHitTemplateId:928390912;,86400,259200,Tue Jan 24 19:24:48 PST 2023,,,3RSDURM96M379S4H0IMW5U8RDGFEYH,A230K86SXFJTSH,Approved,Thu Nov 17 20:33:55 PST 2022,Thu Nov 17 20:34:04 PST 2022,Sun Nov 20 20:34:04 PST 2022,Sun Nov 20 20:34:09 PST 2022,,,9,100% (1/1),100% (1/1),0% (0/0),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
3IKMEYR0M7CI7N5RDHL261O2Y6K2KR,3Z2MMRQPGP2237OLMF8NKV2RWJF8FR,Demand investigation of disordered stops in navigation services,What is the maximum number of stops do you need between starting point and destination in a navigation service?,navigation   disordered stops,$0.02 ,Wed Oct 26 20:24:48 PDT 2022,2000,BatchId:4912774;OriginalHitTemplateId:928390912;,86400,259200,Tue Jan 24 19:24:48 PST 2023,,,3YGXWBAF7CYCEN6JFKSUZH4HTSBC4J,A23600R1MJXM14,Approved,Fri Oct 28 21:01:45 PDT 2022,Fri Oct 28 21:01:52 PDT 2022,Mon Oct 31 21:01:52 PDT 2022,Mon Oct 31 21:02:24 PDT 2022,,,7,100% (2/2),0% (0/0),0% (0/0),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
3IKMEYR0M7CI7N5RDHL261O2Y6K2KR,3Z2MMRQPGP2237OLMF8NKV2RWJF8FR,Demand investigation of disordered stops in navigation services,What is the maximum number of stops do you need between starting point and destination in a navigation service?,navigation   disordered stops,$0.02 ,Wed Oct 26 20:24:48 PDT 2022,2000,BatchId:4912774;OriginalHitTemplateId:928390912;,86400,259200,Tue Jan 24 19:24:48 PST 2023,,,3LO69W1SUFULT7T9NYNUBPR7DDTGLZ,A238GXZQWJU8A,Approved,Sun Oct 30 15:49:10 PDT 2022,Sun Oct 30 15:49:33 PDT 2022,Wed Nov 02 15:49:33 PDT 2022,Wed Nov 02 15:50:08 PDT 2022,,,23,100% (1/1),100% (1/1),0% (0/0),FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
3IKMEYR0M7CI7N5RDHL261O2Y6K2KR,3Z2MMRQPGP2237OLMF8NKV2RWJF8FR,Demand investigation of disordered stops in navigation services,What is the maximum number of stops do you need between starting point and destination in a navigation service?,navigation   disordered stops,$0.02 ,Wed Oct 26 20:24:48 PDT 2022,2000,BatchId:4912774;OriginalHitTemplateId:928390912;,86400,259200,Tue Jan 24 19:24:48 PST 2023,,,304SM51WAFLC63GORLSHM0E5POZSBM,A238XQL9HTRUTB,Approved,Sat Oct 29 02:34:13 PDT 2022,Sat Oct 29 02:34:40 PDT 2022,Tue Nov 01 02:34:40 PDT 2022,Tue Nov 01 02:35:28 PDT 2022,,,27,100% (1/1),100% (1/1),0% (0/0),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
3IKMEYR0M7CI7N5RDHL261O2Y6K2KR,3Z2MMRQPGP2237OLMF8NKV2RWJF8FR,Demand investigation of disordered stops in navigation services,What is the maximum number of stops do you need between starting point and destination in a navigation service?,navigation   disordered stops,$0.02 ,Wed Oct 26 20:24:48 PDT 2022,2000,BatchId:4912774;OriginalHitTemplateId:928390912;,86400,259200,Tue Jan 24 19:24:48 PST 2023,,,3018Q3ZVOU7VMEBJ6ISG1FP3LL2ARQ,A2392DU36JIAMQ,Approved,Tue Nov 01 06:01:06 PDT 2022,Tue Nov 01 06:01:21 PDT 2022,Fri Nov 04 06:01:21 PDT 2022,Fri Nov 04 06:01:43 PDT 2022,,,15,100% (2/2),100% (1/1),0% (0/0),FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
3IKMEYR0M7CI7N5RDHL261O2Y6K2KR,3Z2MMRQPGP2237OLMF8NKV2RWJF8FR,Demand investigation of disordered stops in navigation services,What is the maximum number of stops do you need between starting point and destination in a navigation service?,navigation   disordered stops,$0.02 ,Wed Oct 26 20:24:48 PDT 2022,2000,BatchId:4912774;OriginalHitTemplateId:928390912;,86400,259200,Tue Jan 24 19:24:48 PST 2023,,,35K3O9HUANU191NMVSU8G91B3F1EFC,A23C6UX6UCLINC,Approved,Tue Nov 01 10:06:32 PDT 2022,Tue Nov 01 10:06:42 PDT 2022,Fri Nov 04 10:06:42 PDT 2022,Fri Nov 04 10:06:43 PDT 2022,,,10,100% (1/1),100% (1/1),0% (0/0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,
3IKMEYR0M7CI7N5RDHL261O2Y6K2KR,3Z2MMRQPGP2237OLMF8NKV2RWJF8FR,Demand investigation of disordered stops in navigation services,What is the maximum number of stops do you need between starting point and destination in a navigation service?,navigation   disordered stops,$0.02 ,Wed Oct 26 20:24:48 PDT 2022,2000,BatchId:4912774;OriginalHitTemplateId:928390912;,86400,259200,Tue Jan 24 19:24:48 PST 2023,,,31T4R4OBO4X9XAO2HIQ12TORL5LC7A,A23G09UQ7CBJZ,Approved,Fri Nov 04 19:38:42 PDT 2022,Fri Nov 04 19:38:56 PDT 2022,Mon Nov 07 18:38:56 PST 2022,Mon Nov 07 18:39:48 PST 2022,,,14,100% (1/1),100% (1/1),0% (0/0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,
3IKMEYR0M7CI7N5RDHL261O2Y6K2KR,3Z2MMRQPGP2237OLMF8NKV2RWJF8FR,Demand investigation of disordered stops in navigation services,What is the maximum number of stops do you need between starting point and destination in a navigation service?,navigation   disordered stops,$0.02 ,Wed Oct 26 20:24:48 PDT 2022,2000,BatchId:4912774;OriginalHitTemplateId:928390912;,86400,259200,Tue Jan 24 19:24:48 PST 2023,,,3570Y55XZ105T6086DCK5XT3SREGYC,A23IWTJBYA4S1D,Submitted,Mon Nov 28 07:43:55 PST 2022,Mon Nov 28 07:44:05 PST 2022,Thu Dec 01 07:44:05 PST 2022,,,,10,0% (0/0),0% (0/0),0% (0/0),FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
3IKMEYR0M7CI7N5RDHL261O2Y6K2KR,3Z2MMRQPGP2237OLMF8NKV2RWJF8FR,Demand investigation of disordered stops in navigation services,What is the maximum number of stops do you need between starting point and destination in a navigation service?,navigation   disordered stops,$0.02 ,Wed Oct 26 20:24:48 PDT 2022,2000,BatchId:4912774;OriginalHitTemplateId:928390912;,86400,259200,Tue Jan 24 19:24:48 PST 2023,,,31IBVUNM94GIBC98QIJIGDPX4XJVFP,A23JDZGX9T50PE,Approved,Fri Nov 04 08:40:04 PDT 2022,Fri Nov 04 20:15:36 PDT 2022,Mon Nov 07 19:15:36 PST 2022,Mon Nov 07 19:15:48 PST 2022,,,41732,100% (1/1),100% (1/1),0% (0/0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
3IKMEYR0M7CI7N5RDHL261O2Y6K2KR,3Z2MMRQPGP2237OLMF8NKV2RWJF8FR,Demand investigation of disordered stops in navigation services,What is the maximum number of stops do you need between starting point and destination in a navigation service?,navigation   disordered stops,$0.02 ,Wed Oct 26 20:24:48 PDT 2022,2000,BatchId:4912774;OriginalHitTemplateId:928390912;,86400,259200,Tue Jan 24 19:24:48 PST 2023,,,3HWRJOOETHJAD6S81CU7N8KQUPKSE4,A23JW8AYA5Z0GQ,Approved,Tue Nov 08 16:55:51 PST 2022,Tue Nov 08 16:56:45 PST 2022,Fri Nov 11 16:56:45 PST 2022,Fri Nov 11 16:57:08 PST 2022,,,54,100% (1/1),100% (1/1),0% (0/0),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
3IKMEYR0M7CI7N5RDHL261O2Y6K2KR,3Z2MMRQPGP2237OLMF8NKV2RWJF8FR,Demand investigation of disordered stops in navigation services,What is the maximum number of stops do you need between starting point and destination in a navigation service?,navigation   disordered stops,$0.02 ,Wed Oct 26 20:24:48 PDT 2022,2000,BatchId:4912774;OriginalHitTemplateId:928390912;,86400,259200,Tue Jan 24 19:24:48 PST 2023,,,3X1FV8S5J98OPC5312P0YYP95C6VGB,A23MIO4AHU5R8F,Approved,Fri Nov 04 10:19:28 PDT 2022,Fri Nov 04 10:19:59 PDT 2022,Mon Nov 07 09:19:59 PST 2022,Mon Nov 07 09:20:47 PST 2022,,,31,100% (2/2),100% (1/1),0% (0/0),FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
3IKMEYR0M7CI7N5RDHL261O2Y6K2KR,3Z2MMRQPGP2237OLMF8NKV2RWJF8FR,Demand investigation of disordered stops in navigation services,What is the maximum number of stops do you need between starting point and destination in a navigation service?,navigation   disordered stops,$0.02 ,Wed Oct 26 20:24:48 PDT 2022,2000,BatchId:4912774;OriginalHitTemplateId:928390912;,86400,259200,Tue Jan 24 19:24:48 PST 2023,,,3KWTYT087CKNDA4P62437S0IRIML5P,A23NL8JRP9Q0U5,Approved,Sat Nov 19 17:36:50 PST 2022,Sat Nov 19 17:39:36 PST 2022,Tue Nov 22 17:39:36 PST 2022,Tue Nov 22 17:40:30 PST 2022,,,166,100% (1/1),100% (1/1),0% (0/0),FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
3IKMEYR0M7CI7N5RDHL261O2Y6K2KR,3Z2MMRQPGP2237OLMF8NKV2RWJF8FR,Demand investigation of disordered stops in navigation services,What is the maximum number of stops do you need between starting point and destination in a navigation service?,navigation   disordered stops,$0.02 ,Wed Oct 26 20:24:48 PDT 2022,2000,BatchId:4912774;OriginalHitTemplateId:928390912;,86400,259200,Tue Jan 24 19:24:48 PST 2023,,,3L4PIM1GQ5XWIW9MMO6W417ANDNRY0,A23P5039XJFEWR,Approved,Wed Oct 26 21:46:48 PDT 2022,Wed Oct 26 21:46:52 PDT 2022,Sat Oct 29 21:46:52 PDT 2022,Sat Oct 29 21:47:29 PDT 2022,,,4,100% (2/2),0% (0/0),0% (0/0),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
3IKMEYR0M7CI7N5RDHL261O2Y6K2KR,3Z2MMRQPGP2237OLMF8NKV2RWJF8FR,Demand investigation of disordered stops in navigation services,What is the maximum number of stops do you need between starting point and destination in a navigation service?,navigation   disordered stops,$0.02 ,Wed Oct 26 20:24:48 PDT 2022,2000,BatchId:4912774;OriginalHitTemplateId:928390912;,86400,259200,Tue Jan 24 19:24:48 PST 2023,,,3PM8NZGV8AX76Q4C4DVUGXQWUSJXQA,A23QADAJL987C0,Approved,Mon Nov 21 05:58:17 PST 2022,Mon Nov 21 06:12:24 PST 2022,Thu Nov 24 06:12:24 PST 2022,Thu Nov 24 06:12:52 PST 2022,,,847,100% (2/2),100% (1/1),100% (1/1),FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
3IKMEYR0M7CI7N5RDHL261O2Y6K2KR,3Z2MMRQPGP2237OLMF8NKV2RWJF8FR,Demand investigation of disordered stops in navigation services,What is the maximum number of stops do you need between starting point and destination in a navigation service?,navigation   disordered stops,$0.02 ,Wed Oct 26 20:24:48 PDT 2022,2000,BatchId:4912774;OriginalHitTemplateId:928390912;,86400,259200,Tue Jan 24 19:24:48 PST 2023,,,3X1FV8S5J98OPC5312P0YYP948XVGT,A23QJZ7DXHX7PF,Approved,Sat Oct 29 20:46:51 PDT 2022,Sat Oct 29 20:47:46 PDT 2022,Tue Nov 01 20:47:46 PDT 2022,Tue Nov 01 20:48:41 PDT 2022,,,55,100% (1/1),100% (1/1),0% (0/0),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
3IKMEYR0M7CI7N5RDHL261O2Y6K2KR,3Z2MMRQPGP2237OLMF8NKV2RWJF8FR,Demand investigation of disordered stops in navigation services,What is the maximum number of stops do you need between starting point and destination in a navigation service?,navigation   disordered stops,$0.02 ,Wed Oct 26 20:24:48 PDT 2022,2000,BatchId:4912774;OriginalHitTemplateId:928390912;,86400,259200,Tue Jan 24 19:24:48 PST 2023,,,3WSELTNVRFJ82TOBA7XB1UQLE7JTAD,A23S4ECB132ZPD,Approved,Fri Nov 25 05:51:52 PST 2022,Fri Nov 25 05:54:08 PST 2022,Mon Nov 28 05:54:08 PST 2022,Mon Nov 28 05:54:20 PST 2022,,,136,100% (1/1),100% (1/1),100% (1/1),FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
3IKMEYR0M7CI7N5RDHL261O2Y6K2KR,3Z2MMRQPGP2237OLMF8NKV2RWJF8FR,Demand investigation of disordered stops in navigation services,What is the maximum number of stops do you need between starting point and destination in a navigation service?,navigation   disordered stops,$0.02 ,Wed Oct 26 20:24:48 PDT 2022,2000,BatchId:4912774;OriginalHitTemplateId:928390912;,86400,259200,Tue Jan 24 19:24:48 PST 2023,,,3TAYZSBPLXPIIQGS8SZ6L7B1ZTIS26,A23SSC13MR5FAN,Approved,Thu Nov 17 22:23:31 PST 2022,Thu Nov 17 22:23:42 PST 2022,Sun Nov 20 22:23:42 PST 2022,Sun Nov 20 22:24:09 PST 2022,,,11,100% (1/1),100% (1/1),0% (0/0),FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
3IKMEYR0M7CI7N5RDHL261O2Y6K2KR,3Z2MMRQPGP2237OLMF8NKV2RWJF8FR,Demand investigation of disordered stops in navigation services,What is the maximum number of stops do you need between starting point and destination in a navigation service?,navigation   disordered stops,$0.02 ,Wed Oct 26 20:24:48 PDT 2022,2000,BatchId:4912774;OriginalHitTemplateId:928390912;,86400,259200,Tue Jan 24 19:24:48 PST 2023,,,3A4NIXBJ7IGLLHPVY1LPOUB48DDLMB,A23TIZX8UE6HWG,Approved,Thu Oct 27 08:31:39 PDT 2022,Thu Oct 27 08:43:18 PDT 2022,Sun Oct 30 08:43:18 PDT 2022,Sun Oct 30 08:43:55 PDT 2022,,,699,100% (2/2),0% (0/0),0% (0/0),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
3IKMEYR0M7CI7N5RDHL261O2Y6K2KR,3Z2MMRQPGP2237OLMF8NKV2RWJF8FR,Demand investigation of disordered stops in navigation services,What is the maximum number of stops do you need between starting point and destination in a navigation service?,navigation   disordered stops,$0.02 ,Wed Oct 26 20:24:48 PDT 2022,2000,BatchId:4912774;OriginalHitTemplateId:928390912;,86400,259200,Tue Jan 24 19:24:48 PST 2023,,,34QN5IT0TB8T3WY5F7PNLSILSKY085,A23UGE9Z330MO2,Approved,Sat Nov 26 18:12:56 PST 2022,Sat Nov 26 18:13:07 PST 2022,Tue Nov 29 18:13:07 PST 2022,Tue Nov 29 18:14:03 PST 2022,,,11,100% (1/1),100% (1/1),100% (1/1),FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
3IKMEYR0M7CI7N5RDHL261O2Y6K2KR,3Z2MMRQPGP2237OLMF8NKV2RWJF8FR,Demand investigation of disordered stops in navigation services,What is the maximum number of stops do you need between starting point and destination in a navigation service?,navigation   disordered stops,$0.02 ,Wed Oct 26 20:24:48 PDT 2022,2000,BatchId:4912774;OriginalHitTemplateId:928390912;,86400,259200,Tue Jan 24 19:24:48 PST 2023,,,34FNN24DCYQ7D9BOPHTT102EVY85YG,A23UZ2R5WUTT9J,Approved,Thu Oct 27 09:25:54 PDT 2022,Thu Oct 27 09:26:31 PDT 2022,Sun Oct 30 09:26:31 PDT 2022,Sun Oct 30 09:26:55 PDT 2022,,,37,100% (1/1),0% (0/0),0% (0/0),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
3IKMEYR0M7CI7N5RDHL261O2Y6K2KR,3Z2MMRQPGP2237OLMF8NKV2RWJF8FR,Demand investigation of disordered stops in navigation services,What is the maximum number of stops do you need between starting point and destination in a navigation service?,navigation   disordered stops,$0.02 ,Wed Oct 26 20:24:48 PDT 2022,2000,BatchId:4912774;OriginalHitTemplateId:928390912;,86400,259200,Tue Jan 24 19:24:48 PST 2023,,,337RC3OW0HJ4B4J4CTMGBQUH2DYLVI,A23ZEO8JP3JUSL,Approved,Fri Nov 11 08:20:27 PST 2022,Fri Nov 11 08:24:03 PST 2022,Mon Nov 14 08:24:03 PST 2022,Mon Nov 14 08:24:06 PST 2022,,,216,100% (1/1),100% (1/1),0% (0/0),FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
3IKMEYR0M7CI7N5RDHL261O2Y6K2KR,3Z2MMRQPGP2237OLMF8NKV2RWJF8FR,Demand investigation of disordered stops in navigation services,What is the maximum number of stops do you need between starting point and destination in a navigation service?,navigation   disordered stops,$0.02 ,Wed Oct 26 20:24:48 PDT 2022,2000,BatchId:4912774;OriginalHitTemplateId:928390912;,86400,259200,Tue Jan 24 19:24:48 PST 2023,,,3XXU1SWE8YC7MKRKC591HJOGIFV0AK,A240M33IT8FC16,Submitted,Sun Nov 27 23:25:45 PST 2022,Sun Nov 27 23:26:32 PST 2022,Wed Nov 30 23:26:32 PST 2022,,,,47,0% (0/0),0% (0/0),0% (0/0),FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
3IKMEYR0M7CI7N5RDHL261O2Y6K2KR,3Z2MMRQPGP2237OLMF8NKV2RWJF8FR,Demand investigation of disordered stops in navigation services,What is the maximum number of stops do you need between starting point and destination in a navigation service?,navigation   disordered stops,$0.02 ,Wed Oct 26 20:24:48 PDT 2022,2000,BatchId:4912774;OriginalHitTemplateId:928390912;,86400,259200,Tue Jan 24 19:24:48 PST 2023,,,337RC3OW0HJ4B4J4CTMGBQUH2CNLV5,A242C0L3VKLB2A,Approved,Fri Nov 11 07:51:34 PST 2022,Fri Nov 11 07:51:57 PST 2022,Mon Nov 14 07:51:57 PST 2022,Mon Nov 14 07:52:06 PST 2022,,,23,100% (1/1),100% (1/1),0% (0/0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,
